2026-07-07T15:04:20 carbon_intensity: 2022-01-01T00:00:00Z -> 2022-01-04T00:00:00Z, rows=72
2026-07-07T16:50:57 carbon_free_percentage: 2023-07-01T00:00:00Z -> 2023-07-04T00:00:00Z, rows=72
2026-07-07T16:51:03 carbon_free_percentage: 2023-07-04T00:00:00Z -> 2023-07-07T00:00:00Z, rows=72
2026-07-07T16:51:07 carbon_free_percentage: 2023-07-07T00:00:00Z -> 2023-07-10T00:00:00Z, rows=72
2026-07-07T16:51:13 carbon_free_percentage: 2023-07-10T00:00:00Z -> 2023-07-13T00:00:00Z, rows=72
2026-07-07T16:51:19 carbon_free_percentage: 2023-07-13T00:00:00Z -> 2023-07-16T00:00:00Z, rows=72
2026-07-07T16:51:26 carbon_free_percentage: 2023-07-16T00:00:00Z -> 2023-07-19T00:00:00Z, rows=72
2026-07-07T16:51:31 carbon_free_percentage: 2023-07-19T00:00:00Z -> 2023-07-22T00:00:00Z, rows=72
2026-07-07T16:51:37 carbon_free_percentage: 2023-07-22T00:00:00Z -> 2023-07-25T00:00:00Z, rows=72
2026-07-07T16:51:45 carbon_free_percentage: 2023-07-25T00:00:00Z -> 2023-07-28T00:00:00Z, rows=72
2026-07-07T16:51:51 carbon_free_percentage: 2023-07-28T00:00:00Z -> 2023-07-31T00:00:00Z, rows=72
2026-07-07T16:51:58 carbon_free_percentage: 2023-07-31T00:00:00Z -> 2023-08-03T00:00:00Z, rows=72
2026-07-07T16:52:06 carbon_free_percentage: 2023-08-03T00:00:00Z -> 2023-08-06T00:00:00Z, rows=72
2026-07-07T16:52:10 carbon_free_percentage: 2023-08-06T00:00:00Z -> 2023-08-09T00:00:00Z, rows=72
2026-07-07T16:52:17 carbon_free_percentage: 2023-08-09T00:00:00Z -> 2023-08-12T00:00:00Z, rows=72
2026-07-07T16:52:22 carbon_free_percentage: 2023-08-12T00:00:00Z -> 2023-08-15T00:00:00Z, rows=72
2026-07-07T16:52:27 carbon_free_percentage: 2023-08-15T00:00:00Z -> 2023-08-18T00:00:00Z, rows=72
2026-07-07T16:52:34 carbon_free_percentage: 2023-08-18T00:00:00Z -> 2023-08-21T00:00:00Z, rows=72
2026-07-07T16:52:43 carbon_free_percentage: 2023-08-21T00:00:00Z -> 2023-08-24T00:00:00Z, rows=72
2026-07-07T16:52:49 carbon_free_percentage: 2023-08-24T00:00:00Z -> 2023-08-27T00:00:00Z, rows=72
2026-07-07T16:52:56 carbon_free_percentage: 2023-08-27T00:00:00Z -> 2023-08-30T00:00:00Z, rows=72
2026-07-07T16:53:01 carbon_free_percentage: 2023-08-30T00:00:00Z -> 2023-09-02T00:00:00Z, rows=72
2026-07-07T16:53:08 carbon_free_percentage: 2023-09-02T00:00:00Z -> 2023-09-05T00:00:00Z, rows=72
2026-07-07T16:53:15 carbon_free_percentage: 2023-09-05T00:00:00Z -> 2023-09-08T00:00:00Z, rows=72
2026-07-07T16:53:20 carbon_free_percentage: 2023-09-08T00:00:00Z -> 2023-09-11T00:00:00Z, rows=72
2026-07-07T16:53:26 carbon_free_percentage: 2023-09-11T00:00:00Z -> 2023-09-14T00:00:00Z, rows=72
2026-07-07T16:53:32 carbon_free_percentage: 2023-09-14T00:00:00Z -> 2023-09-17T00:00:00Z, rows=72
2026-07-07T16:53:37 carbon_free_percentage: 2023-09-17T00:00:00Z -> 2023-09-20T00:00:00Z, rows=72
2026-07-07T16:53:42 carbon_free_percentage: 2023-09-20T00:00:00Z -> 2023-09-23T00:00:00Z, rows=72
2026-07-07T16:53:46 carbon_free_percentage: 2023-09-23T00:00:00Z -> 2023-09-26T00:00:00Z, rows=72
2026-07-07T16:53:54 carbon_free_percentage: 2023-09-26T00:00:00Z -> 2023-09-29T00:00:00Z, rows=72
2026-07-07T16:53:59 carbon_free_percentage: 2023-09-29T00:00:00Z -> 2023-10-02T00:00:00Z, rows=72
2026-07-07T16:54:04 carbon_free_percentage: 2023-10-02T00:00:00Z -> 2023-10-05T00:00:00Z, rows=72
2026-07-07T16:54:10 carbon_free_percentage: 2023-10-05T00:00:00Z -> 2023-10-08T00:00:00Z, rows=72
2026-07-07T16:54:14 carbon_free_percentage: 2023-10-08T00:00:00Z -> 2023-10-11T00:00:00Z, rows=72
2026-07-07T16:54:20 carbon_free_percentage: 2023-10-11T00:00:00Z -> 2023-10-14T00:00:00Z, rows=72
2026-07-07T16:54:27 carbon_free_percentage: 2023-10-14T00:00:00Z -> 2023-10-17T00:00:00Z, rows=72
2026-07-07T16:54:34 carbon_free_percentage: 2023-10-17T00:00:00Z -> 2023-10-20T00:00:00Z, rows=72
2026-07-07T16:54:39 carbon_free_percentage: 2023-10-20T00:00:00Z -> 2023-10-23T00:00:00Z, rows=72
2026-07-07T16:54:44 carbon_free_percentage: 2023-10-23T00:00:00Z -> 2023-10-26T00:00:00Z, rows=72
2026-07-07T16:54:49 carbon_free_percentage: 2023-10-26T00:00:00Z -> 2023-10-29T00:00:00Z, rows=72
2026-07-07T16:54:55 carbon_free_percentage: 2023-10-29T00:00:00Z -> 2023-11-01T00:00:00Z, rows=72
2026-07-07T16:55:00 carbon_free_percentage: 2023-11-01T00:00:00Z -> 2023-11-04T00:00:00Z, rows=72
2026-07-07T16:55:05 carbon_free_percentage: 2023-11-04T00:00:00Z -> 2023-11-07T00:00:00Z, rows=72
2026-07-07T16:55:10 carbon_free_percentage: 2023-11-07T00:00:00Z -> 2023-11-10T00:00:00Z, rows=72
2026-07-07T16:55:18 carbon_free_percentage: 2023-11-10T00:00:00Z -> 2023-11-13T00:00:00Z, rows=72
2026-07-07T16:55:22 carbon_free_percentage: 2023-11-13T00:00:00Z -> 2023-11-16T00:00:00Z, rows=72
2026-07-07T16:55:27 carbon_free_percentage: 2023-11-16T00:00:00Z -> 2023-11-19T00:00:00Z, rows=72
2026-07-07T16:55:32 carbon_free_percentage: 2023-11-19T00:00:00Z -> 2023-11-22T00:00:00Z, rows=72
2026-07-07T16:55:37 carbon_free_percentage: 2023-11-22T00:00:00Z -> 2023-11-25T00:00:00Z, rows=72
2026-07-07T16:55:43 carbon_free_percentage: 2023-11-25T00:00:00Z -> 2023-11-28T00:00:00Z, rows=72
2026-07-07T16:55:48 carbon_free_percentage: 2023-11-28T00:00:00Z -> 2023-12-01T00:00:00Z, rows=72
2026-07-07T16:55:53 carbon_free_percentage: 2023-12-01T00:00:00Z -> 2023-12-04T00:00:00Z, rows=72
2026-07-07T16:56:01 carbon_free_percentage: 2023-12-04T00:00:00Z -> 2023-12-07T00:00:00Z, rows=72
2026-07-07T16:56:07 carbon_free_percentage: 2023-12-07T00:00:00Z -> 2023-12-10T00:00:00Z, rows=72
2026-07-07T16:56:13 carbon_free_percentage: 2023-12-10T00:00:00Z -> 2023-12-13T00:00:00Z, rows=72
2026-07-07T16:56:19 carbon_free_percentage: 2023-12-13T00:00:00Z -> 2023-12-16T00:00:00Z, rows=72
2026-07-07T16:56:24 carbon_free_percentage: 2023-12-16T00:00:00Z -> 2023-12-19T00:00:00Z, rows=72
2026-07-07T16:56:28 carbon_free_percentage: 2023-12-19T00:00:00Z -> 2023-12-22T00:00:00Z, rows=72
2026-07-07T16:56:33 carbon_free_percentage: 2023-12-22T00:00:00Z -> 2023-12-25T00:00:00Z, rows=72
2026-07-07T16:56:37 carbon_free_percentage: 2023-12-25T00:00:00Z -> 2023-12-28T00:00:00Z, rows=72
2026-07-07T16:56:43 carbon_free_percentage: 2023-12-28T00:00:00Z -> 2023-12-31T00:00:00Z, rows=72
2026-07-07T16:56:47 carbon_free_percentage: 2023-12-31T00:00:00Z -> 2024-01-03T00:00:00Z, rows=72
2026-07-07T16:56:53 carbon_free_percentage: 2024-01-03T00:00:00Z -> 2024-01-06T00:00:00Z, rows=72
2026-07-07T16:56:59 carbon_free_percentage: 2024-01-06T00:00:00Z -> 2024-01-09T00:00:00Z, rows=72
2026-07-07T16:57:04 carbon_free_percentage: 2024-01-09T00:00:00Z -> 2024-01-12T00:00:00Z, rows=72
2026-07-07T16:57:10 carbon_free_percentage: 2024-01-12T00:00:00Z -> 2024-01-15T00:00:00Z, rows=72
2026-07-07T16:57:17 carbon_free_percentage: 2024-01-15T00:00:00Z -> 2024-01-18T00:00:00Z, rows=72
2026-07-07T16:57:23 carbon_free_percentage: 2024-01-18T00:00:00Z -> 2024-01-21T00:00:00Z, rows=72
2026-07-07T16:57:29 carbon_free_percentage: 2024-01-21T00:00:00Z -> 2024-01-24T00:00:00Z, rows=72
2026-07-07T16:57:34 carbon_free_percentage: 2024-01-24T00:00:00Z -> 2024-01-27T00:00:00Z, rows=72
2026-07-07T16:57:39 carbon_free_percentage: 2024-01-27T00:00:00Z -> 2024-01-30T00:00:00Z, rows=72
2026-07-07T16:57:46 carbon_free_percentage: 2024-01-30T00:00:00Z -> 2024-02-02T00:00:00Z, rows=72
2026-07-07T16:57:50 carbon_free_percentage: 2024-02-02T00:00:00Z -> 2024-02-05T00:00:00Z, rows=72
2026-07-07T16:57:55 carbon_free_percentage: 2024-02-05T00:00:00Z -> 2024-02-08T00:00:00Z, rows=72
2026-07-07T16:58:00 carbon_free_percentage: 2024-02-08T00:00:00Z -> 2024-02-11T00:00:00Z, rows=72
2026-07-07T16:58:06 carbon_free_percentage: 2024-02-11T00:00:00Z -> 2024-02-14T00:00:00Z, rows=72
2026-07-07T16:58:11 carbon_free_percentage: 2024-02-14T00:00:00Z -> 2024-02-17T00:00:00Z, rows=72
2026-07-07T16:58:16 carbon_free_percentage: 2024-02-17T00:00:00Z -> 2024-02-20T00:00:00Z, rows=72
2026-07-07T16:58:21 carbon_free_percentage: 2024-02-20T00:00:00Z -> 2024-02-23T00:00:00Z, rows=72
2026-07-07T16:58:27 carbon_free_percentage: 2024-02-23T00:00:00Z -> 2024-02-26T00:00:00Z, rows=72
2026-07-07T16:58:33 carbon_free_percentage: 2024-02-26T00:00:00Z -> 2024-02-29T00:00:00Z, rows=72
2026-07-07T16:58:40 carbon_free_percentage: 2024-02-29T00:00:00Z -> 2024-03-03T00:00:00Z, rows=72
2026-07-07T16:58:46 carbon_free_percentage: 2024-03-03T00:00:00Z -> 2024-03-06T00:00:00Z, rows=72
2026-07-07T16:58:51 carbon_free_percentage: 2024-03-06T00:00:00Z -> 2024-03-09T00:00:00Z, rows=72
2026-07-07T16:58:56 carbon_free_percentage: 2024-03-09T00:00:00Z -> 2024-03-12T00:00:00Z, rows=72
2026-07-07T16:59:00 carbon_free_percentage: 2024-03-12T00:00:00Z -> 2024-03-15T00:00:00Z, rows=72
2026-07-07T16:59:05 carbon_free_percentage: 2024-03-15T00:00:00Z -> 2024-03-18T00:00:00Z, rows=72
2026-07-07T16:59:11 carbon_free_percentage: 2024-03-18T00:00:00Z -> 2024-03-21T00:00:00Z, rows=72
2026-07-07T16:59:17 carbon_free_percentage: 2024-03-21T00:00:00Z -> 2024-03-24T00:00:00Z, rows=72
2026-07-07T16:59:24 carbon_free_percentage: 2024-03-24T00:00:00Z -> 2024-03-27T00:00:00Z, rows=72
2026-07-07T16:59:29 carbon_free_percentage: 2024-03-27T00:00:00Z -> 2024-03-30T00:00:00Z, rows=72
2026-07-07T16:59:35 carbon_free_percentage: 2024-03-30T00:00:00Z -> 2024-04-02T00:00:00Z, rows=72
2026-07-07T16:59:41 carbon_free_percentage: 2024-04-02T00:00:00Z -> 2024-04-05T00:00:00Z, rows=72
2026-07-07T16:59:46 carbon_free_percentage: 2024-04-05T00:00:00Z -> 2024-04-08T00:00:00Z, rows=72
2026-07-07T16:59:51 carbon_free_percentage: 2024-04-08T00:00:00Z -> 2024-04-11T00:00:00Z, rows=72
2026-07-07T16:59:55 carbon_free_percentage: 2024-04-11T00:00:00Z -> 2024-04-14T00:00:00Z, rows=72
2026-07-07T17:00:01 carbon_free_percentage: 2024-04-14T00:00:00Z -> 2024-04-17T00:00:00Z, rows=72
2026-07-07T17:00:12 carbon_free_percentage: 2024-04-17T00:00:00Z -> 2024-04-20T00:00:00Z, rows=72
2026-07-07T17:00:19 carbon_free_percentage: 2024-04-20T00:00:00Z -> 2024-04-23T00:00:00Z, rows=72
2026-07-07T17:00:24 carbon_free_percentage: 2024-04-23T00:00:00Z -> 2024-04-26T00:00:00Z, rows=72
2026-07-07T17:00:30 carbon_free_percentage: 2024-04-26T00:00:00Z -> 2024-04-29T00:00:00Z, rows=72
2026-07-07T17:00:37 carbon_free_percentage: 2024-04-29T00:00:00Z -> 2024-05-02T00:00:00Z, rows=72
2026-07-07T17:00:43 carbon_free_percentage: 2024-05-02T00:00:00Z -> 2024-05-05T00:00:00Z, rows=72
2026-07-07T17:00:50 carbon_free_percentage: 2024-05-05T00:00:00Z -> 2024-05-08T00:00:00Z, rows=72
2026-07-07T17:00:57 carbon_free_percentage: 2024-05-08T00:00:00Z -> 2024-05-11T00:00:00Z, rows=72
2026-07-07T17:01:03 carbon_free_percentage: 2024-05-11T00:00:00Z -> 2024-05-14T00:00:00Z, rows=72
2026-07-07T17:01:08 carbon_free_percentage: 2024-05-14T00:00:00Z -> 2024-05-17T00:00:00Z, rows=72
2026-07-07T17:01:16 carbon_free_percentage: 2024-05-17T00:00:00Z -> 2024-05-20T00:00:00Z, rows=72
2026-07-07T17:01:22 carbon_free_percentage: 2024-05-20T00:00:00Z -> 2024-05-23T00:00:00Z, rows=72
2026-07-07T17:01:28 carbon_free_percentage: 2024-05-23T00:00:00Z -> 2024-05-26T00:00:00Z, rows=72
2026-07-07T17:01:36 carbon_free_percentage: 2024-05-26T00:00:00Z -> 2024-05-29T00:00:00Z, rows=72
2026-07-07T17:01:41 carbon_free_percentage: 2024-05-29T00:00:00Z -> 2024-06-01T00:00:00Z, rows=72
2026-07-07T17:01:46 carbon_free_percentage: 2024-06-01T00:00:00Z -> 2024-06-04T00:00:00Z, rows=72
2026-07-07T17:01:51 carbon_free_percentage: 2024-06-04T00:00:00Z -> 2024-06-07T00:00:00Z, rows=72
2026-07-07T17:01:57 carbon_free_percentage: 2024-06-07T00:00:00Z -> 2024-06-10T00:00:00Z, rows=72
2026-07-07T17:02:02 carbon_free_percentage: 2024-06-10T00:00:00Z -> 2024-06-13T00:00:00Z, rows=72
2026-07-07T17:02:07 carbon_free_percentage: 2024-06-13T00:00:00Z -> 2024-06-16T00:00:00Z, rows=72
2026-07-07T17:02:17 carbon_free_percentage: 2024-06-16T00:00:00Z -> 2024-06-19T00:00:00Z, rows=72
2026-07-07T17:02:23 carbon_free_percentage: 2024-06-19T00:00:00Z -> 2024-06-22T00:00:00Z, rows=72
2026-07-07T17:02:29 carbon_free_percentage: 2024-06-22T00:00:00Z -> 2024-06-25T00:00:00Z, rows=72
2026-07-07T17:02:36 carbon_free_percentage: 2024-06-25T00:00:00Z -> 2024-06-28T00:00:00Z, rows=72
2026-07-07T17:02:42 carbon_free_percentage: 2024-06-28T00:00:00Z -> 2024-07-01T00:00:00Z, rows=72
2026-07-07T17:02:48 carbon_free_percentage: 2024-07-01T00:00:00Z -> 2024-07-04T00:00:00Z, rows=72
2026-07-07T17:02:53 carbon_free_percentage: 2024-07-04T00:00:00Z -> 2024-07-07T00:00:00Z, rows=72
2026-07-07T17:02:59 carbon_free_percentage: 2024-07-07T00:00:00Z -> 2024-07-10T00:00:00Z, rows=72
2026-07-07T17:03:05 carbon_free_percentage: 2024-07-10T00:00:00Z -> 2024-07-13T00:00:00Z, rows=72
2026-07-07T17:03:10 carbon_free_percentage: 2024-07-13T00:00:00Z -> 2024-07-16T00:00:00Z, rows=72
2026-07-07T17:03:14 carbon_free_percentage: 2024-07-16T00:00:00Z -> 2024-07-19T00:00:00Z, rows=72
2026-07-07T17:03:22 carbon_free_percentage: 2024-07-19T00:00:00Z -> 2024-07-22T00:00:00Z, rows=72
2026-07-07T17:03:28 carbon_free_percentage: 2024-07-22T00:00:00Z -> 2024-07-25T00:00:00Z, rows=72
2026-07-07T17:03:38 carbon_free_percentage: 2024-07-25T00:00:00Z -> 2024-07-28T00:00:00Z, rows=72
2026-07-07T17:03:44 carbon_free_percentage: 2024-07-28T00:00:00Z -> 2024-07-31T00:00:00Z, rows=72
2026-07-07T17:03:50 carbon_free_percentage: 2024-07-31T00:00:00Z -> 2024-08-03T00:00:00Z, rows=72
2026-07-07T17:03:55 carbon_free_percentage: 2024-08-03T00:00:00Z -> 2024-08-06T00:00:00Z, rows=72
2026-07-07T17:04:00 carbon_free_percentage: 2024-08-06T00:00:00Z -> 2024-08-09T00:00:00Z, rows=72
2026-07-07T17:04:05 carbon_free_percentage: 2024-08-09T00:00:00Z -> 2024-08-12T00:00:00Z, rows=72
2026-07-07T17:04:11 carbon_free_percentage: 2024-08-12T00:00:00Z -> 2024-08-15T00:00:00Z, rows=72
2026-07-07T17:04:16 carbon_free_percentage: 2024-08-15T00:00:00Z -> 2024-08-18T00:00:00Z, rows=72
2026-07-07T17:04:21 carbon_free_percentage: 2024-08-18T00:00:00Z -> 2024-08-21T00:00:00Z, rows=72
2026-07-07T17:04:27 carbon_free_percentage: 2024-08-21T00:00:00Z -> 2024-08-24T00:00:00Z, rows=72
2026-07-07T17:04:37 carbon_free_percentage: 2024-08-24T00:00:00Z -> 2024-08-27T00:00:00Z, rows=72
2026-07-07T17:04:43 carbon_free_percentage: 2024-08-27T00:00:00Z -> 2024-08-30T00:00:00Z, rows=72
2026-07-07T17:04:49 carbon_free_percentage: 2024-08-30T00:00:00Z -> 2024-09-02T00:00:00Z, rows=72
2026-07-07T17:04:55 carbon_free_percentage: 2024-09-02T00:00:00Z -> 2024-09-05T00:00:00Z, rows=72
2026-07-07T17:05:00 carbon_free_percentage: 2024-09-05T00:00:00Z -> 2024-09-08T00:00:00Z, rows=72
2026-07-07T17:05:06 carbon_free_percentage: 2024-09-08T00:00:00Z -> 2024-09-11T00:00:00Z, rows=72
2026-07-07T17:05:20 carbon_free_percentage: 2024-09-11T00:00:00Z -> 2024-09-14T00:00:00Z, rows=72
2026-07-07T17:05:26 carbon_free_percentage: 2024-09-14T00:00:00Z -> 2024-09-17T00:00:00Z, rows=72
2026-07-07T17:05:32 carbon_free_percentage: 2024-09-17T00:00:00Z -> 2024-09-20T00:00:00Z, rows=72
2026-07-07T17:05:41 carbon_free_percentage: 2024-09-20T00:00:00Z -> 2024-09-23T00:00:00Z, rows=72
2026-07-07T17:05:47 carbon_free_percentage: 2024-09-23T00:00:00Z -> 2024-09-26T00:00:00Z, rows=72
2026-07-07T17:05:53 carbon_free_percentage: 2024-09-26T00:00:00Z -> 2024-09-29T00:00:00Z, rows=72
2026-07-07T17:05:58 carbon_free_percentage: 2024-09-29T00:00:00Z -> 2024-10-02T00:00:00Z, rows=72
2026-07-07T17:06:05 carbon_free_percentage: 2024-10-02T00:00:00Z -> 2024-10-05T00:00:00Z, rows=72
2026-07-07T17:06:11 carbon_free_percentage: 2024-10-05T00:00:00Z -> 2024-10-08T00:00:00Z, rows=72
2026-07-07T17:06:17 carbon_free_percentage: 2024-10-08T00:00:00Z -> 2024-10-11T00:00:00Z, rows=72
2026-07-07T17:06:23 carbon_free_percentage: 2024-10-11T00:00:00Z -> 2024-10-14T00:00:00Z, rows=72
2026-07-07T17:06:28 carbon_free_percentage: 2024-10-14T00:00:00Z -> 2024-10-17T00:00:00Z, rows=72
2026-07-07T17:06:35 carbon_free_percentage: 2024-10-17T00:00:00Z -> 2024-10-20T00:00:00Z, rows=72
2026-07-07T17:06:41 carbon_free_percentage: 2024-10-20T00:00:00Z -> 2024-10-23T00:00:00Z, rows=72
2026-07-07T17:06:46 carbon_free_percentage: 2024-10-23T00:00:00Z -> 2024-10-26T00:00:00Z, rows=72
2026-07-07T17:06:52 carbon_free_percentage: 2024-10-26T00:00:00Z -> 2024-10-29T00:00:00Z, rows=72
2026-07-07T17:07:01 carbon_free_percentage: 2024-10-29T00:00:00Z -> 2024-11-01T00:00:00Z, rows=72
2026-07-07T17:07:07 carbon_free_percentage: 2024-11-01T00:00:00Z -> 2024-11-04T00:00:00Z, rows=72
2026-07-07T17:07:11 carbon_free_percentage: 2024-11-04T00:00:00Z -> 2024-11-07T00:00:00Z, rows=72
2026-07-07T17:07:18 carbon_free_percentage: 2024-11-07T00:00:00Z -> 2024-11-10T00:00:00Z, rows=72
2026-07-07T17:07:24 carbon_free_percentage: 2024-11-10T00:00:00Z -> 2024-11-13T00:00:00Z, rows=72
2026-07-07T17:07:30 carbon_free_percentage: 2024-11-13T00:00:00Z -> 2024-11-16T00:00:00Z, rows=72
2026-07-07T17:07:36 carbon_free_percentage: 2024-11-16T00:00:00Z -> 2024-11-19T00:00:00Z, rows=72
2026-07-07T17:07:41 carbon_free_percentage: 2024-11-19T00:00:00Z -> 2024-11-22T00:00:00Z, rows=72
2026-07-07T17:07:51 carbon_free_percentage: 2024-11-22T00:00:00Z -> 2024-11-25T00:00:00Z, rows=72
2026-07-07T17:07:57 carbon_free_percentage: 2024-11-25T00:00:00Z -> 2024-11-28T00:00:00Z, rows=72
2026-07-07T17:08:01 carbon_free_percentage: 2024-11-28T00:00:00Z -> 2024-12-01T00:00:00Z, rows=72
2026-07-07T17:08:10 carbon_free_percentage: 2024-12-01T00:00:00Z -> 2024-12-04T00:00:00Z, rows=72
2026-07-07T17:08:16 carbon_free_percentage: 2024-12-04T00:00:00Z -> 2024-12-07T00:00:00Z, rows=72
2026-07-07T17:08:21 carbon_free_percentage: 2024-12-07T00:00:00Z -> 2024-12-10T00:00:00Z, rows=72
2026-07-07T17:08:27 carbon_free_percentage: 2024-12-10T00:00:00Z -> 2024-12-13T00:00:00Z, rows=72
2026-07-07T17:08:35 carbon_free_percentage: 2024-12-13T00:00:00Z -> 2024-12-16T00:00:00Z, rows=72
2026-07-07T17:08:40 carbon_free_percentage: 2024-12-16T00:00:00Z -> 2024-12-19T00:00:00Z, rows=72
2026-07-07T17:08:46 carbon_free_percentage: 2024-12-19T00:00:00Z -> 2024-12-22T00:00:00Z, rows=72
2026-07-07T17:08:58 carbon_free_percentage: 2024-12-22T00:00:00Z -> 2024-12-25T00:00:00Z, rows=72
2026-07-07T17:09:04 carbon_free_percentage: 2024-12-25T00:00:00Z -> 2024-12-28T00:00:00Z, rows=72
2026-07-07T17:09:10 carbon_free_percentage: 2024-12-28T00:00:00Z -> 2024-12-31T00:00:00Z, rows=72
2026-07-07T17:09:16 carbon_free_percentage: 2024-12-31T00:00:00Z -> 2025-01-03T00:00:00Z, rows=72
2026-07-07T17:09:22 carbon_free_percentage: 2025-01-03T00:00:00Z -> 2025-01-06T00:00:00Z, rows=72
2026-07-07T17:09:28 carbon_free_percentage: 2025-01-06T00:00:00Z -> 2025-01-09T00:00:00Z, rows=72
2026-07-07T17:09:34 carbon_free_percentage: 2025-01-09T00:00:00Z -> 2025-01-12T00:00:00Z, rows=72
2026-07-07T17:09:40 carbon_free_percentage: 2025-01-12T00:00:00Z -> 2025-01-15T00:00:00Z, rows=72
2026-07-07T17:09:47 carbon_free_percentage: 2025-01-15T00:00:00Z -> 2025-01-18T00:00:00Z, rows=72
2026-07-07T17:09:54 carbon_free_percentage: 2025-01-18T00:00:00Z -> 2025-01-21T00:00:00Z, rows=72
2026-07-07T17:10:00 carbon_free_percentage: 2025-01-21T00:00:00Z -> 2025-01-24T00:00:00Z, rows=72
2026-07-07T17:10:06 carbon_free_percentage: 2025-01-24T00:00:00Z -> 2025-01-27T00:00:00Z, rows=72
2026-07-07T17:10:11 carbon_free_percentage: 2025-01-27T00:00:00Z -> 2025-01-30T00:00:00Z, rows=72
2026-07-07T17:10:16 carbon_free_percentage: 2025-01-30T00:00:00Z -> 2025-02-02T00:00:00Z, rows=72
2026-07-07T17:10:22 carbon_free_percentage: 2025-02-02T00:00:00Z -> 2025-02-05T00:00:00Z, rows=72
2026-07-07T17:10:28 carbon_free_percentage: 2025-02-05T00:00:00Z -> 2025-02-08T00:00:00Z, rows=72
2026-07-07T17:10:35 carbon_free_percentage: 2025-02-08T00:00:00Z -> 2025-02-11T00:00:00Z, rows=72
2026-07-07T17:10:41 carbon_free_percentage: 2025-02-11T00:00:00Z -> 2025-02-14T00:00:00Z, rows=72
2026-07-07T17:10:47 carbon_free_percentage: 2025-02-14T00:00:00Z -> 2025-02-17T00:00:00Z, rows=72
2026-07-07T17:10:52 carbon_free_percentage: 2025-02-17T00:00:00Z -> 2025-02-20T00:00:00Z, rows=72
2026-07-07T17:11:03 carbon_free_percentage: 2025-02-20T00:00:00Z -> 2025-02-23T00:00:00Z, rows=72
2026-07-07T17:11:10 carbon_free_percentage: 2025-02-23T00:00:00Z -> 2025-02-26T00:00:00Z, rows=72
2026-07-07T17:11:16 carbon_free_percentage: 2025-02-26T00:00:00Z -> 2025-03-01T00:00:00Z, rows=72
2026-07-07T17:11:22 carbon_free_percentage: 2025-03-01T00:00:00Z -> 2025-03-04T00:00:00Z, rows=72
2026-07-07T17:11:27 carbon_free_percentage: 2025-03-04T00:00:00Z -> 2025-03-07T00:00:00Z, rows=72
2026-07-07T17:11:32 carbon_free_percentage: 2025-03-07T00:00:00Z -> 2025-03-10T00:00:00Z, rows=72
2026-07-07T17:11:39 carbon_free_percentage: 2025-03-10T00:00:00Z -> 2025-03-13T00:00:00Z, rows=72
2026-07-07T17:11:46 carbon_free_percentage: 2025-03-13T00:00:00Z -> 2025-03-16T00:00:00Z, rows=72
2026-07-07T17:11:52 carbon_free_percentage: 2025-03-16T00:00:00Z -> 2025-03-19T00:00:00Z, rows=72
2026-07-07T17:11:57 carbon_free_percentage: 2025-03-19T00:00:00Z -> 2025-03-22T00:00:00Z, rows=72
2026-07-07T17:12:04 carbon_free_percentage: 2025-03-22T00:00:00Z -> 2025-03-25T00:00:00Z, rows=72
2026-07-07T17:12:09 carbon_free_percentage: 2025-03-25T00:00:00Z -> 2025-03-28T00:00:00Z, rows=72
2026-07-07T17:12:15 carbon_free_percentage: 2025-03-28T00:00:00Z -> 2025-03-31T00:00:00Z, rows=72
2026-07-07T17:12:21 carbon_free_percentage: 2025-03-31T00:00:00Z -> 2025-04-03T00:00:00Z, rows=72
2026-07-07T17:12:26 carbon_free_percentage: 2025-04-03T00:00:00Z -> 2025-04-06T00:00:00Z, rows=72
2026-07-07T17:12:32 carbon_free_percentage: 2025-04-06T00:00:00Z -> 2025-04-09T00:00:00Z, rows=72
2026-07-07T17:12:36 carbon_free_percentage: 2025-04-09T00:00:00Z -> 2025-04-12T00:00:00Z, rows=72
2026-07-07T17:12:42 carbon_free_percentage: 2025-04-12T00:00:00Z -> 2025-04-15T00:00:00Z, rows=72
2026-07-07T17:12:48 carbon_free_percentage: 2025-04-15T00:00:00Z -> 2025-04-18T00:00:00Z, rows=72
2026-07-07T17:12:53 carbon_free_percentage: 2025-04-18T00:00:00Z -> 2025-04-21T00:00:00Z, rows=72
2026-07-07T17:12:59 carbon_free_percentage: 2025-04-21T00:00:00Z -> 2025-04-24T00:00:00Z, rows=72
2026-07-07T17:13:04 carbon_free_percentage: 2025-04-24T00:00:00Z -> 2025-04-27T00:00:00Z, rows=72
2026-07-07T17:13:09 carbon_free_percentage: 2025-04-27T00:00:00Z -> 2025-04-30T00:00:00Z, rows=72
2026-07-07T17:13:16 carbon_free_percentage: 2025-04-30T00:00:00Z -> 2025-05-03T00:00:00Z, rows=72
2026-07-07T17:13:22 carbon_free_percentage: 2025-05-03T00:00:00Z -> 2025-05-06T00:00:00Z, rows=72
2026-07-07T17:13:28 carbon_free_percentage: 2025-05-06T00:00:00Z -> 2025-05-09T00:00:00Z, rows=72
2026-07-07T17:13:33 carbon_free_percentage: 2025-05-09T00:00:00Z -> 2025-05-12T00:00:00Z, rows=72
2026-07-07T17:13:39 carbon_free_percentage: 2025-05-12T00:00:00Z -> 2025-05-15T00:00:00Z, rows=72
