2026-07-11T09:41:37 carbon_intensity: 2020-01-01T00:00:00Z -> 2020-01-04T00:00:00Z, rows=72
2026-07-11T11:54:03 carbon_free_percentage: 2022-01-14T00:00:00Z -> 2022-01-17T00:00:00Z, rows=72
2026-07-11T11:54:09 carbon_free_percentage: 2022-01-17T00:00:00Z -> 2022-01-20T00:00:00Z, rows=72
2026-07-11T11:54:16 carbon_free_percentage: 2022-01-20T00:00:00Z -> 2022-01-23T00:00:00Z, rows=72
2026-07-11T11:54:21 carbon_free_percentage: 2022-01-23T00:00:00Z -> 2022-01-26T00:00:00Z, rows=72
2026-07-11T11:54:27 carbon_free_percentage: 2022-01-26T00:00:00Z -> 2022-01-29T00:00:00Z, rows=72
2026-07-11T11:54:32 carbon_free_percentage: 2022-01-29T00:00:00Z -> 2022-02-01T00:00:00Z, rows=72
2026-07-11T11:54:37 carbon_free_percentage: 2022-02-01T00:00:00Z -> 2022-02-04T00:00:00Z, rows=72
2026-07-11T11:54:41 carbon_free_percentage: 2022-02-04T00:00:00Z -> 2022-02-07T00:00:00Z, rows=72
2026-07-11T11:54:46 carbon_free_percentage: 2022-02-07T00:00:00Z -> 2022-02-10T00:00:00Z, rows=72
2026-07-11T11:54:50 carbon_free_percentage: 2022-02-10T00:00:00Z -> 2022-02-13T00:00:00Z, rows=72
2026-07-11T11:54:54 carbon_free_percentage: 2022-02-13T00:00:00Z -> 2022-02-16T00:00:00Z, rows=72
2026-07-11T11:55:00 carbon_free_percentage: 2022-02-16T00:00:00Z -> 2022-02-19T00:00:00Z, rows=72
2026-07-11T11:55:04 carbon_free_percentage: 2022-02-19T00:00:00Z -> 2022-02-22T00:00:00Z, rows=72
2026-07-11T11:55:09 carbon_free_percentage: 2022-02-22T00:00:00Z -> 2022-02-25T00:00:00Z, rows=72
2026-07-11T11:55:14 carbon_free_percentage: 2022-02-25T00:00:00Z -> 2022-02-28T00:00:00Z, rows=72
2026-07-11T11:55:18 carbon_free_percentage: 2022-02-28T00:00:00Z -> 2022-03-03T00:00:00Z, rows=72
2026-07-11T11:55:22 carbon_free_percentage: 2022-03-03T00:00:00Z -> 2022-03-06T00:00:00Z, rows=72
2026-07-11T11:55:27 carbon_free_percentage: 2022-03-06T00:00:00Z -> 2022-03-09T00:00:00Z, rows=72
2026-07-11T11:55:31 carbon_free_percentage: 2022-03-09T00:00:00Z -> 2022-03-12T00:00:00Z, rows=72
2026-07-11T11:55:38 carbon_free_percentage: 2022-03-12T00:00:00Z -> 2022-03-15T00:00:00Z, rows=72
2026-07-11T11:55:43 carbon_free_percentage: 2022-03-15T00:00:00Z -> 2022-03-18T00:00:00Z, rows=72
2026-07-11T11:55:49 carbon_free_percentage: 2022-03-18T00:00:00Z -> 2022-03-21T00:00:00Z, rows=72
2026-07-11T11:55:54 carbon_free_percentage: 2022-03-21T00:00:00Z -> 2022-03-24T00:00:00Z, rows=72
2026-07-11T11:55:59 carbon_free_percentage: 2022-03-24T00:00:00Z -> 2022-03-27T00:00:00Z, rows=72
2026-07-11T11:56:08 carbon_free_percentage: 2022-03-27T00:00:00Z -> 2022-03-30T00:00:00Z, rows=72
2026-07-11T11:56:12 carbon_free_percentage: 2022-03-30T00:00:00Z -> 2022-04-02T00:00:00Z, rows=72
2026-07-11T11:56:18 carbon_free_percentage: 2022-04-02T00:00:00Z -> 2022-04-05T00:00:00Z, rows=72
2026-07-11T11:56:27 carbon_free_percentage: 2022-04-05T00:00:00Z -> 2022-04-08T00:00:00Z, rows=72
2026-07-11T11:56:31 carbon_free_percentage: 2022-04-08T00:00:00Z -> 2022-04-11T00:00:00Z, rows=72
2026-07-11T11:56:36 carbon_free_percentage: 2022-04-11T00:00:00Z -> 2022-04-14T00:00:00Z, rows=72
2026-07-11T11:56:41 carbon_free_percentage: 2022-04-14T00:00:00Z -> 2022-04-17T00:00:00Z, rows=72
2026-07-11T11:56:46 carbon_free_percentage: 2022-04-17T00:00:00Z -> 2022-04-20T00:00:00Z, rows=72
2026-07-11T11:56:51 carbon_free_percentage: 2022-04-20T00:00:00Z -> 2022-04-23T00:00:00Z, rows=72
2026-07-11T11:56:56 carbon_free_percentage: 2022-04-23T00:00:00Z -> 2022-04-26T00:00:00Z, rows=72
2026-07-11T11:57:02 carbon_free_percentage: 2022-04-26T00:00:00Z -> 2022-04-29T00:00:00Z, rows=72
2026-07-11T11:57:07 carbon_free_percentage: 2022-04-29T00:00:00Z -> 2022-05-02T00:00:00Z, rows=72
2026-07-11T11:57:12 carbon_free_percentage: 2022-05-02T00:00:00Z -> 2022-05-05T00:00:00Z, rows=72
2026-07-11T11:57:17 carbon_free_percentage: 2022-05-05T00:00:00Z -> 2022-05-08T00:00:00Z, rows=72
2026-07-11T11:57:22 carbon_free_percentage: 2022-05-08T00:00:00Z -> 2022-05-11T00:00:00Z, rows=72
2026-07-11T11:57:26 carbon_free_percentage: 2022-05-11T00:00:00Z -> 2022-05-14T00:00:00Z, rows=72
2026-07-11T11:57:30 carbon_free_percentage: 2022-05-14T00:00:00Z -> 2022-05-17T00:00:00Z, rows=72
2026-07-11T11:57:34 carbon_free_percentage: 2022-05-17T00:00:00Z -> 2022-05-20T00:00:00Z, rows=72
2026-07-11T11:57:39 carbon_free_percentage: 2022-05-20T00:00:00Z -> 2022-05-23T00:00:00Z, rows=72
2026-07-11T11:57:44 carbon_free_percentage: 2022-05-23T00:00:00Z -> 2022-05-26T00:00:00Z, rows=72
2026-07-11T11:57:48 carbon_free_percentage: 2022-05-26T00:00:00Z -> 2022-05-29T00:00:00Z, rows=72
2026-07-11T11:57:53 carbon_free_percentage: 2022-05-29T00:00:00Z -> 2022-06-01T00:00:00Z, rows=72
2026-07-11T11:57:57 carbon_free_percentage: 2022-06-01T00:00:00Z -> 2022-06-04T00:00:00Z, rows=72
2026-07-11T11:58:01 carbon_free_percentage: 2022-06-04T00:00:00Z -> 2022-06-07T00:00:00Z, rows=72
2026-07-11T11:58:05 carbon_free_percentage: 2022-06-07T00:00:00Z -> 2022-06-10T00:00:00Z, rows=72
2026-07-11T11:58:09 carbon_free_percentage: 2022-06-10T00:00:00Z -> 2022-06-13T00:00:00Z, rows=72
2026-07-11T11:58:14 carbon_free_percentage: 2022-06-13T00:00:00Z -> 2022-06-16T00:00:00Z, rows=72
2026-07-11T11:58:18 carbon_free_percentage: 2022-06-16T00:00:00Z -> 2022-06-19T00:00:00Z, rows=72
2026-07-11T11:58:23 carbon_free_percentage: 2022-06-19T00:00:00Z -> 2022-06-22T00:00:00Z, rows=72
2026-07-11T11:58:26 carbon_free_percentage: 2022-06-22T00:00:00Z -> 2022-06-25T00:00:00Z, rows=72
2026-07-11T11:58:31 carbon_free_percentage: 2022-06-25T00:00:00Z -> 2022-06-28T00:00:00Z, rows=72
2026-07-11T11:58:35 carbon_free_percentage: 2022-06-28T00:00:00Z -> 2022-07-01T00:00:00Z, rows=72
2026-07-11T11:58:40 carbon_free_percentage: 2022-07-01T00:00:00Z -> 2022-07-04T00:00:00Z, rows=72
2026-07-11T11:58:46 carbon_free_percentage: 2022-07-04T00:00:00Z -> 2022-07-07T00:00:00Z, rows=72
2026-07-11T11:58:50 carbon_free_percentage: 2022-07-07T00:00:00Z -> 2022-07-10T00:00:00Z, rows=72
2026-07-11T11:58:54 carbon_free_percentage: 2022-07-10T00:00:00Z -> 2022-07-13T00:00:00Z, rows=72
2026-07-11T11:58:59 carbon_free_percentage: 2022-07-13T00:00:00Z -> 2022-07-16T00:00:00Z, rows=72
2026-07-11T11:59:08 carbon_free_percentage: 2022-07-16T00:00:00Z -> 2022-07-19T00:00:00Z, rows=72
2026-07-11T11:59:14 carbon_free_percentage: 2022-07-19T00:00:00Z -> 2022-07-22T00:00:00Z, rows=72
2026-07-11T11:59:19 carbon_free_percentage: 2022-07-22T00:00:00Z -> 2022-07-25T00:00:00Z, rows=72
2026-07-11T11:59:25 carbon_free_percentage: 2022-07-25T00:00:00Z -> 2022-07-28T00:00:00Z, rows=72
2026-07-11T11:59:29 carbon_free_percentage: 2022-07-28T00:00:00Z -> 2022-07-31T00:00:00Z, rows=72
2026-07-11T11:59:33 carbon_free_percentage: 2022-07-31T00:00:00Z -> 2022-08-03T00:00:00Z, rows=72
2026-07-11T11:59:40 carbon_free_percentage: 2022-08-03T00:00:00Z -> 2022-08-06T00:00:00Z, rows=72
2026-07-11T11:59:45 carbon_free_percentage: 2022-08-06T00:00:00Z -> 2022-08-09T00:00:00Z, rows=72
2026-07-11T11:59:50 carbon_free_percentage: 2022-08-09T00:00:00Z -> 2022-08-12T00:00:00Z, rows=72
2026-07-11T11:59:55 carbon_free_percentage: 2022-08-12T00:00:00Z -> 2022-08-15T00:00:00Z, rows=72
2026-07-11T12:00:08 carbon_free_percentage: 2022-08-15T00:00:00Z -> 2022-08-18T00:00:00Z, rows=72
2026-07-11T12:00:12 carbon_free_percentage: 2022-08-18T00:00:00Z -> 2022-08-21T00:00:00Z, rows=72
2026-07-11T12:00:17 carbon_free_percentage: 2022-08-21T00:00:00Z -> 2022-08-24T00:00:00Z, rows=72
2026-07-11T12:00:21 carbon_free_percentage: 2022-08-24T00:00:00Z -> 2022-08-27T00:00:00Z, rows=72
2026-07-11T12:00:28 carbon_free_percentage: 2022-08-27T00:00:00Z -> 2022-08-30T00:00:00Z, rows=72
2026-07-11T12:00:32 carbon_free_percentage: 2022-08-30T00:00:00Z -> 2022-09-02T00:00:00Z, rows=72
2026-07-11T12:00:36 carbon_free_percentage: 2022-09-02T00:00:00Z -> 2022-09-05T00:00:00Z, rows=72
2026-07-11T12:00:41 carbon_free_percentage: 2022-09-05T00:00:00Z -> 2022-09-08T00:00:00Z, rows=72
2026-07-11T12:00:45 carbon_free_percentage: 2022-09-08T00:00:00Z -> 2022-09-11T00:00:00Z, rows=72
2026-07-11T12:00:50 carbon_free_percentage: 2022-09-11T00:00:00Z -> 2022-09-14T00:00:00Z, rows=72
2026-07-11T12:00:56 carbon_free_percentage: 2022-09-14T00:00:00Z -> 2022-09-17T00:00:00Z, rows=72
2026-07-11T12:01:01 carbon_free_percentage: 2022-09-17T00:00:00Z -> 2022-09-20T00:00:00Z, rows=72
2026-07-11T12:01:06 carbon_free_percentage: 2022-09-20T00:00:00Z -> 2022-09-23T00:00:00Z, rows=72
2026-07-11T12:01:10 carbon_free_percentage: 2022-09-23T00:00:00Z -> 2022-09-26T00:00:00Z, rows=72
2026-07-11T12:01:15 carbon_free_percentage: 2022-09-26T00:00:00Z -> 2022-09-29T00:00:00Z, rows=72
2026-07-11T12:01:19 carbon_free_percentage: 2022-09-29T00:00:00Z -> 2022-10-02T00:00:00Z, rows=72
2026-07-11T12:01:24 carbon_free_percentage: 2022-10-02T00:00:00Z -> 2022-10-05T00:00:00Z, rows=72
2026-07-11T12:01:29 carbon_free_percentage: 2022-10-05T00:00:00Z -> 2022-10-08T00:00:00Z, rows=72
2026-07-11T12:01:35 carbon_free_percentage: 2022-10-08T00:00:00Z -> 2022-10-11T00:00:00Z, rows=72
2026-07-11T12:01:39 carbon_free_percentage: 2022-10-11T00:00:00Z -> 2022-10-14T00:00:00Z, rows=72
2026-07-11T12:01:44 carbon_free_percentage: 2022-10-14T00:00:00Z -> 2022-10-17T00:00:00Z, rows=72
2026-07-11T12:01:49 carbon_free_percentage: 2022-10-17T00:00:00Z -> 2022-10-20T00:00:00Z, rows=72
2026-07-11T12:01:54 carbon_free_percentage: 2022-10-20T00:00:00Z -> 2022-10-23T00:00:00Z, rows=72
2026-07-11T12:01:58 carbon_free_percentage: 2022-10-23T00:00:00Z -> 2022-10-26T00:00:00Z, rows=72
2026-07-11T12:02:03 carbon_free_percentage: 2022-10-26T00:00:00Z -> 2022-10-29T00:00:00Z, rows=72
2026-07-11T12:02:07 carbon_free_percentage: 2022-10-29T00:00:00Z -> 2022-11-01T00:00:00Z, rows=72
2026-07-11T12:02:13 carbon_free_percentage: 2022-11-01T00:00:00Z -> 2022-11-04T00:00:00Z, rows=72
2026-07-11T12:02:18 carbon_free_percentage: 2022-11-04T00:00:00Z -> 2022-11-07T00:00:00Z, rows=72
2026-07-11T12:02:24 carbon_free_percentage: 2022-11-07T00:00:00Z -> 2022-11-10T00:00:00Z, rows=72
2026-07-11T12:02:27 carbon_free_percentage: 2022-11-10T00:00:00Z -> 2022-11-13T00:00:00Z, rows=72
2026-07-11T12:02:34 carbon_free_percentage: 2022-11-13T00:00:00Z -> 2022-11-16T00:00:00Z, rows=72
2026-07-11T12:02:38 carbon_free_percentage: 2022-11-16T00:00:00Z -> 2022-11-19T00:00:00Z, rows=72
2026-07-11T12:02:43 carbon_free_percentage: 2022-11-19T00:00:00Z -> 2022-11-22T00:00:00Z, rows=72
2026-07-11T12:02:49 carbon_free_percentage: 2022-11-22T00:00:00Z -> 2022-11-25T00:00:00Z, rows=72
2026-07-11T12:02:53 carbon_free_percentage: 2022-11-25T00:00:00Z -> 2022-11-28T00:00:00Z, rows=72
2026-07-11T12:02:58 carbon_free_percentage: 2022-11-28T00:00:00Z -> 2022-12-01T00:00:00Z, rows=72
2026-07-11T12:03:01 carbon_free_percentage: 2022-12-01T00:00:00Z -> 2022-12-04T00:00:00Z, rows=72
2026-07-11T12:03:05 carbon_free_percentage: 2022-12-04T00:00:00Z -> 2022-12-07T00:00:00Z, rows=72
2026-07-11T12:03:11 carbon_free_percentage: 2022-12-07T00:00:00Z -> 2022-12-10T00:00:00Z, rows=72
2026-07-11T12:03:22 carbon_free_percentage: 2022-12-10T00:00:00Z -> 2022-12-13T00:00:00Z, rows=72
2026-07-11T12:03:26 carbon_free_percentage: 2022-12-13T00:00:00Z -> 2022-12-16T00:00:00Z, rows=72
2026-07-11T12:03:30 carbon_free_percentage: 2022-12-16T00:00:00Z -> 2022-12-19T00:00:00Z, rows=72
2026-07-11T12:03:36 carbon_free_percentage: 2022-12-19T00:00:00Z -> 2022-12-22T00:00:00Z, rows=72
2026-07-11T12:03:41 carbon_free_percentage: 2022-12-22T00:00:00Z -> 2022-12-25T00:00:00Z, rows=72
2026-07-11T12:03:47 carbon_free_percentage: 2022-12-25T00:00:00Z -> 2022-12-28T00:00:00Z, rows=72
2026-07-11T12:03:51 carbon_free_percentage: 2022-12-28T00:00:00Z -> 2022-12-31T00:00:00Z, rows=72
2026-07-11T12:03:56 carbon_free_percentage: 2022-12-31T00:00:00Z -> 2023-01-03T00:00:00Z, rows=72
2026-07-11T12:04:02 carbon_free_percentage: 2023-01-03T00:00:00Z -> 2023-01-06T00:00:00Z, rows=72
2026-07-11T12:04:07 carbon_free_percentage: 2023-01-06T00:00:00Z -> 2023-01-09T00:00:00Z, rows=72
2026-07-11T12:04:13 carbon_free_percentage: 2023-01-09T00:00:00Z -> 2023-01-12T00:00:00Z, rows=72
2026-07-11T12:04:17 carbon_free_percentage: 2023-01-12T00:00:00Z -> 2023-01-15T00:00:00Z, rows=72
2026-07-11T12:04:21 carbon_free_percentage: 2023-01-15T00:00:00Z -> 2023-01-18T00:00:00Z, rows=72
2026-07-11T12:04:27 carbon_free_percentage: 2023-01-18T00:00:00Z -> 2023-01-21T00:00:00Z, rows=72
2026-07-11T12:04:33 carbon_free_percentage: 2023-01-21T00:00:00Z -> 2023-01-24T00:00:00Z, rows=72
2026-07-11T12:04:39 carbon_free_percentage: 2023-01-24T00:00:00Z -> 2023-01-27T00:00:00Z, rows=72
2026-07-11T12:04:43 carbon_free_percentage: 2023-01-27T00:00:00Z -> 2023-01-30T00:00:00Z, rows=72
2026-07-11T12:04:48 carbon_free_percentage: 2023-01-30T00:00:00Z -> 2023-02-02T00:00:00Z, rows=72
2026-07-11T12:04:52 carbon_free_percentage: 2023-02-02T00:00:00Z -> 2023-02-05T00:00:00Z, rows=72
2026-07-11T12:04:56 carbon_free_percentage: 2023-02-05T00:00:00Z -> 2023-02-08T00:00:00Z, rows=72
2026-07-11T12:05:07 carbon_free_percentage: 2023-02-08T00:00:00Z -> 2023-02-11T00:00:00Z, rows=72
2026-07-11T12:05:12 carbon_free_percentage: 2023-02-11T00:00:00Z -> 2023-02-14T00:00:00Z, rows=72
2026-07-11T12:05:17 carbon_free_percentage: 2023-02-14T00:00:00Z -> 2023-02-17T00:00:00Z, rows=72
2026-07-11T12:05:22 carbon_free_percentage: 2023-02-17T00:00:00Z -> 2023-02-20T00:00:00Z, rows=72
2026-07-11T12:05:28 carbon_free_percentage: 2023-02-20T00:00:00Z -> 2023-02-23T00:00:00Z, rows=72
2026-07-11T12:05:33 carbon_free_percentage: 2023-02-23T00:00:00Z -> 2023-02-26T00:00:00Z, rows=72
2026-07-11T12:05:38 carbon_free_percentage: 2023-02-26T00:00:00Z -> 2023-03-01T00:00:00Z, rows=72
2026-07-11T12:05:43 carbon_free_percentage: 2023-03-01T00:00:00Z -> 2023-03-04T00:00:00Z, rows=72
2026-07-11T12:05:47 carbon_free_percentage: 2023-03-04T00:00:00Z -> 2023-03-07T00:00:00Z, rows=72
2026-07-11T12:05:53 carbon_free_percentage: 2023-03-07T00:00:00Z -> 2023-03-10T00:00:00Z, rows=72
2026-07-11T12:05:56 carbon_free_percentage: 2023-03-10T00:00:00Z -> 2023-03-13T00:00:00Z, rows=72
2026-07-11T12:06:00 carbon_free_percentage: 2023-03-13T00:00:00Z -> 2023-03-16T00:00:00Z, rows=72
2026-07-11T12:06:04 carbon_free_percentage: 2023-03-16T00:00:00Z -> 2023-03-19T00:00:00Z, rows=72
2026-07-11T12:06:10 carbon_free_percentage: 2023-03-19T00:00:00Z -> 2023-03-22T00:00:00Z, rows=72
2026-07-11T12:06:14 carbon_free_percentage: 2023-03-22T00:00:00Z -> 2023-03-25T00:00:00Z, rows=72
2026-07-11T12:06:18 carbon_free_percentage: 2023-03-25T00:00:00Z -> 2023-03-28T00:00:00Z, rows=72
2026-07-11T12:06:22 carbon_free_percentage: 2023-03-28T00:00:00Z -> 2023-03-31T00:00:00Z, rows=72
2026-07-11T12:06:27 carbon_free_percentage: 2023-03-31T00:00:00Z -> 2023-04-03T00:00:00Z, rows=72
2026-07-11T12:06:35 carbon_free_percentage: 2023-04-03T00:00:00Z -> 2023-04-06T00:00:00Z, rows=72
2026-07-11T12:06:40 carbon_free_percentage: 2023-04-06T00:00:00Z -> 2023-04-09T00:00:00Z, rows=72
2026-07-11T12:06:45 carbon_free_percentage: 2023-04-09T00:00:00Z -> 2023-04-12T00:00:00Z, rows=72
2026-07-11T12:06:50 carbon_free_percentage: 2023-04-12T00:00:00Z -> 2023-04-15T00:00:00Z, rows=72
2026-07-11T12:06:55 carbon_free_percentage: 2023-04-15T00:00:00Z -> 2023-04-18T00:00:00Z, rows=72
2026-07-11T12:07:00 carbon_free_percentage: 2023-04-18T00:00:00Z -> 2023-04-21T00:00:00Z, rows=72
2026-07-11T12:07:10 carbon_free_percentage: 2023-04-21T00:00:00Z -> 2023-04-24T00:00:00Z, rows=72
2026-07-11T12:07:15 carbon_free_percentage: 2023-04-24T00:00:00Z -> 2023-04-27T00:00:00Z, rows=72
2026-07-11T12:07:19 carbon_free_percentage: 2023-04-27T00:00:00Z -> 2023-04-30T00:00:00Z, rows=72
2026-07-11T12:07:24 carbon_free_percentage: 2023-04-30T00:00:00Z -> 2023-05-03T00:00:00Z, rows=72
2026-07-11T12:07:29 carbon_free_percentage: 2023-05-03T00:00:00Z -> 2023-05-06T00:00:00Z, rows=72
2026-07-11T12:07:36 carbon_free_percentage: 2023-05-06T00:00:00Z -> 2023-05-09T00:00:00Z, rows=72
2026-07-11T12:07:41 carbon_free_percentage: 2023-05-09T00:00:00Z -> 2023-05-12T00:00:00Z, rows=72
2026-07-11T12:07:46 carbon_free_percentage: 2023-05-12T00:00:00Z -> 2023-05-15T00:00:00Z, rows=72
2026-07-11T12:07:50 carbon_free_percentage: 2023-05-15T00:00:00Z -> 2023-05-18T00:00:00Z, rows=72
2026-07-11T12:07:55 carbon_free_percentage: 2023-05-18T00:00:00Z -> 2023-05-21T00:00:00Z, rows=72
2026-07-11T12:07:58 carbon_free_percentage: 2023-05-21T00:00:00Z -> 2023-05-24T00:00:00Z, rows=72
2026-07-11T12:08:03 carbon_free_percentage: 2023-05-24T00:00:00Z -> 2023-05-27T00:00:00Z, rows=72
2026-07-11T12:08:08 carbon_free_percentage: 2023-05-27T00:00:00Z -> 2023-05-30T00:00:00Z, rows=72
2026-07-11T12:08:13 carbon_free_percentage: 2023-05-30T00:00:00Z -> 2023-06-02T00:00:00Z, rows=72
2026-07-11T12:08:17 carbon_free_percentage: 2023-06-02T00:00:00Z -> 2023-06-05T00:00:00Z, rows=72
2026-07-11T12:08:22 carbon_free_percentage: 2023-06-05T00:00:00Z -> 2023-06-08T00:00:00Z, rows=72
2026-07-11T12:08:28 carbon_free_percentage: 2023-06-08T00:00:00Z -> 2023-06-11T00:00:00Z, rows=72
2026-07-11T12:08:33 carbon_free_percentage: 2023-06-11T00:00:00Z -> 2023-06-14T00:00:00Z, rows=72
2026-07-11T12:08:38 carbon_free_percentage: 2023-06-14T00:00:00Z -> 2023-06-17T00:00:00Z, rows=72
2026-07-11T12:08:42 carbon_free_percentage: 2023-06-17T00:00:00Z -> 2023-06-20T00:00:00Z, rows=72
2026-07-11T12:08:52 carbon_free_percentage: 2023-06-20T00:00:00Z -> 2023-06-23T00:00:00Z, rows=72
2026-07-11T12:09:08 carbon_free_percentage: 2023-06-23T00:00:00Z -> 2023-06-26T00:00:00Z, rows=72
2026-07-11T12:09:11 carbon_free_percentage: 2023-06-26T00:00:00Z -> 2023-06-29T00:00:00Z, rows=72
2026-07-11T12:09:17 carbon_free_percentage: 2023-06-29T00:00:00Z -> 2023-07-02T00:00:00Z, rows=72
2026-07-11T12:09:21 carbon_free_percentage: 2023-07-02T00:00:00Z -> 2023-07-05T00:00:00Z, rows=72
2026-07-11T12:09:26 carbon_free_percentage: 2023-07-05T00:00:00Z -> 2023-07-08T00:00:00Z, rows=72
2026-07-11T12:09:31 carbon_free_percentage: 2023-07-08T00:00:00Z -> 2023-07-11T00:00:00Z, rows=72
2026-07-11T12:09:36 carbon_free_percentage: 2023-07-11T00:00:00Z -> 2023-07-14T00:00:00Z, rows=72
2026-07-11T12:09:39 carbon_free_percentage: 2023-07-14T00:00:00Z -> 2023-07-17T00:00:00Z, rows=72
2026-07-11T12:09:43 carbon_free_percentage: 2023-07-17T00:00:00Z -> 2023-07-20T00:00:00Z, rows=72
2026-07-11T12:09:49 carbon_free_percentage: 2023-07-20T00:00:00Z -> 2023-07-23T00:00:00Z, rows=72
2026-07-11T12:09:56 carbon_free_percentage: 2023-07-23T00:00:00Z -> 2023-07-26T00:00:00Z, rows=72
2026-07-11T12:10:02 carbon_free_percentage: 2023-07-26T00:00:00Z -> 2023-07-29T00:00:00Z, rows=72
2026-07-11T12:10:07 carbon_free_percentage: 2023-07-29T00:00:00Z -> 2023-08-01T00:00:00Z, rows=72
2026-07-11T12:10:11 carbon_free_percentage: 2023-08-01T00:00:00Z -> 2023-08-04T00:00:00Z, rows=72
2026-07-11T12:10:18 carbon_free_percentage: 2023-08-04T00:00:00Z -> 2023-08-07T00:00:00Z, rows=72
2026-07-11T12:10:24 carbon_free_percentage: 2023-08-07T00:00:00Z -> 2023-08-10T00:00:00Z, rows=72
2026-07-11T12:10:33 carbon_free_percentage: 2023-08-10T00:00:00Z -> 2023-08-13T00:00:00Z, rows=72
2026-07-11T12:10:37 carbon_free_percentage: 2023-08-13T00:00:00Z -> 2023-08-16T00:00:00Z, rows=72
2026-07-11T12:10:42 carbon_free_percentage: 2023-08-16T00:00:00Z -> 2023-08-19T00:00:00Z, rows=72
2026-07-11T12:10:47 carbon_free_percentage: 2023-08-19T00:00:00Z -> 2023-08-22T00:00:00Z, rows=72
2026-07-11T12:10:53 carbon_free_percentage: 2023-08-22T00:00:00Z -> 2023-08-25T00:00:00Z, rows=72
2026-07-11T12:10:57 carbon_free_percentage: 2023-08-25T00:00:00Z -> 2023-08-28T00:00:00Z, rows=72
2026-07-11T12:11:01 carbon_free_percentage: 2023-08-28T00:00:00Z -> 2023-08-31T00:00:00Z, rows=72
2026-07-11T12:11:32 carbon_free_percentage: 2023-08-31T00:00:00Z -> 2023-09-03T00:00:00Z, rows=72
2026-07-11T12:11:41 carbon_free_percentage: 2023-09-03T00:00:00Z -> 2023-09-06T00:00:00Z, rows=72
2026-07-11T12:12:14 carbon_free_percentage: 2023-09-06T00:00:00Z -> 2023-09-09T00:00:00Z, rows=72
2026-07-11T12:12:18 carbon_free_percentage: 2023-09-09T00:00:00Z -> 2023-09-12T00:00:00Z, rows=72
2026-07-11T12:12:24 carbon_free_percentage: 2023-09-12T00:00:00Z -> 2023-09-15T00:00:00Z, rows=72
2026-07-11T12:12:29 carbon_free_percentage: 2023-09-15T00:00:00Z -> 2023-09-18T00:00:00Z, rows=72
2026-07-11T12:12:35 carbon_free_percentage: 2023-09-18T00:00:00Z -> 2023-09-21T00:00:00Z, rows=72
2026-07-11T12:12:40 carbon_free_percentage: 2023-09-21T00:00:00Z -> 2023-09-24T00:00:00Z, rows=72
2026-07-11T12:12:45 carbon_free_percentage: 2023-09-24T00:00:00Z -> 2023-09-27T00:00:00Z, rows=72
2026-07-11T12:12:49 carbon_free_percentage: 2023-09-27T00:00:00Z -> 2023-09-30T00:00:00Z, rows=72
2026-07-11T12:12:54 carbon_free_percentage: 2023-09-30T00:00:00Z -> 2023-10-03T00:00:00Z, rows=72
2026-07-11T12:12:58 carbon_free_percentage: 2023-10-03T00:00:00Z -> 2023-10-06T00:00:00Z, rows=72
2026-07-11T12:13:03 carbon_free_percentage: 2023-10-06T00:00:00Z -> 2023-10-09T00:00:00Z, rows=72
2026-07-11T12:13:08 carbon_free_percentage: 2023-10-09T00:00:00Z -> 2023-10-12T00:00:00Z, rows=72
2026-07-11T12:13:13 carbon_free_percentage: 2023-10-12T00:00:00Z -> 2023-10-15T00:00:00Z, rows=72
2026-07-11T12:13:17 carbon_free_percentage: 2023-10-15T00:00:00Z -> 2023-10-18T00:00:00Z, rows=72
2026-07-11T12:13:22 carbon_free_percentage: 2023-10-18T00:00:00Z -> 2023-10-21T00:00:00Z, rows=72
2026-07-11T12:13:27 carbon_free_percentage: 2023-10-21T00:00:00Z -> 2023-10-24T00:00:00Z, rows=72
2026-07-11T12:13:31 carbon_free_percentage: 2023-10-24T00:00:00Z -> 2023-10-27T00:00:00Z, rows=72
2026-07-11T12:13:36 carbon_free_percentage: 2023-10-27T00:00:00Z -> 2023-10-30T00:00:00Z, rows=72
2026-07-11T12:13:41 carbon_free_percentage: 2023-10-30T00:00:00Z -> 2023-11-02T00:00:00Z, rows=72
2026-07-11T12:13:47 carbon_free_percentage: 2023-11-02T00:00:00Z -> 2023-11-05T00:00:00Z, rows=72
2026-07-11T12:13:51 carbon_free_percentage: 2023-11-05T00:00:00Z -> 2023-11-08T00:00:00Z, rows=72
2026-07-11T12:14:01 carbon_free_percentage: 2023-11-08T00:00:00Z -> 2023-11-11T00:00:00Z, rows=72
2026-07-11T12:14:07 carbon_free_percentage: 2023-11-11T00:00:00Z -> 2023-11-14T00:00:00Z, rows=72
2026-07-11T12:14:11 carbon_free_percentage: 2023-11-14T00:00:00Z -> 2023-11-17T00:00:00Z, rows=72
2026-07-11T12:14:17 carbon_free_percentage: 2023-11-17T00:00:00Z -> 2023-11-20T00:00:00Z, rows=72
2026-07-11T12:14:23 carbon_free_percentage: 2023-11-20T00:00:00Z -> 2023-11-23T00:00:00Z, rows=72
2026-07-11T12:14:28 carbon_free_percentage: 2023-11-23T00:00:00Z -> 2023-11-26T00:00:00Z, rows=72
2026-07-11T12:14:33 carbon_free_percentage: 2023-11-26T00:00:00Z -> 2023-11-29T00:00:00Z, rows=72
